Date,PetrolPump_Name,Location,Product_Type,Quantity,Rate_per_KL ,Total_Amount,PO_Number,PO_Date,Dispatch_Date,Invoice_No.,Payment_Status,Remarks,Stockout_Flag,Dispatch_Time_hrs,Delivered_On_Time,Tank_Temp_C,Tank_Temp_Alert,Sludge_Level_%,Sludge_Alert,Tank_Cleaning_Scheduled
15-05-2025,XYZ Petroleum,Seoni,XP100,11,74000,814000,IOCL/SEO/13708,12-05-2025,15-05-2025,INV13708,Pending,Cancelled due to issue,No,72,Yes,41,No,9.8,Yes,Not Scheduled
02-05-2025,ABC Fuels,Katni,XP100,16,81500,1304000,IOCL/KAT/13709,28-04-2025,02-05-2025,INV13709,Paid,Partially delivered,No,96,No,50.9,No,8.2,Yes,Not Scheduled
10-05-2025,Highway Pumps,Sagar,XP95,21,79000,1659000,IOCL/SAG/13710,05-05-2025,10-05-2025,INV13710,Paid,Partially delivered,Yes,120,No,52.1,No,4.7,No,Not Scheduled
16-05-2025,ABC Fuels,Katni,XP100,6,81500,489000,IOCL/KAT/13711,15-05-2025,16-05-2025,INV13711,Paid,Partially delivered,No,24,Yes,44.3,No,2.4,No,Not Scheduled
28-05-2025,XYZ Petroleum,Jabalpur,MS (Petrol),26,74000,1924000,IOCL/JAB/13712,25-05-2025,28-05-2025,INV13712,Pending,Delivered on time,No,72,Yes,50,No,8.1,Yes,Not Scheduled
13-05-2025,Bharat Filling Station,Damoh,XP95,16,74000,1184000,IOCL/DAM/13713,11-05-2025,13-05-2025,INV13713,Pending,Delivered on time,No,48,Yes,46.4,No,2.1,No,Not Scheduled
20-05-2025,SpeedWay Fuels,Mandla,MS (Petrol),18,72500,1305000,IOCL/MAN/13714,17-05-2025,20-05-2025,INV13714,Pending,Cancelled due to issue,No,72,Yes,53.3,No,2.7,No,Scheduled
24-05-2025,Bharat Filling Station,Katni,HSD (Diesel),20,79000,1580000,IOCL/KAT/13715,21-05-2025,24-05-2025,INV13715,Pending,Partially delivered,No,72,Yes,52.7,No,2.9,No,Not Scheduled
15-05-2025,Bharat Filling Station,Sagar,MS (Petrol),18,74000,1332000,IOCL/SAG/13716,11-05-2025,15-05-2025,INV13716,Paid,Delivered on time,No,96,No,47.9,No,6,No,Not Scheduled
30-05-2025,XYZ Petroleum,Chhindwara,HSD (Diesel),12,81500,978000,IOCL/CHH/13717,27-05-2025,30-05-2025,INV13717,Paid,Cancelled due to issue,Yes,72,Yes,50.4,No,8.1,Yes,Scheduled
15-05-2025,Highway Pumps,Mandla,XP100,30,79000,2370000,IOCL/MAN/13718,13-05-2025,15-05-2025,INV13718,Paid,Partially delivered,No,48,Yes,53.3,No,3.8,No,Not Scheduled
30-05-2025,Bharat Filling Station,Jabalpur,XP100,6,79000,474000,IOCL/JAB/13719,27-05-2025,30-05-2025,INV13719,Pending,Delivered on time,No,72,Yes,47.4,No,1.8,No,Not Scheduled
04-05-2025,XYZ Petroleum,Seoni,MS (Petrol),29,79000,2291000,IOCL/SEO/13720,02-05-2025,04-05-2025,INV13720,Paid,Cancelled due to issue,No,48,Yes,44.7,No,5.2,No,Not Scheduled
24-05-2025,Highway Pumps,Narsinghpur,XP95,24,81500,1956000,IOCL/NAR/13721,22-05-2025,24-05-2025,INV13721,Paid,Partially delivered,No,48,Yes,51.3,No,7.7,Yes,Not Scheduled
08-05-2025,ABC Fuels,Mandla,MS (Petrol),17,72500,1232500,IOCL/MAN/13722,07-05-2025,08-05-2025,INV13722,Paid,Partially delivered,No,24,Yes,43.3,No,3,No,Not Scheduled
24-05-2025,XYZ Petroleum,Damoh,XP100,11,74000,814000,IOCL/DAM/13723,22-05-2025,24-05-2025,INV13723,Paid,Delivered on time,No,48,Yes,45.8,No,3,No,Not Scheduled
15-05-2025,Highway Pumps,Damoh,XP100,21,79000,1659000,IOCL/DAM/13724,11-05-2025,15-05-2025,INV13724,Paid,Delivered on time,No,96,No,53,No,9.5,Yes,Scheduled
12-05-2025,XYZ Petroleum,Mandla,HSD (Diesel),28,72500,2030000,IOCL/MAN/13725,11-05-2025,12-05-2025,INV13725,Pending,Cancelled due to issue,No,24,Yes,50.9,No,9.6,Yes,Not Scheduled
28-05-2025,Highway Pumps,Narsinghpur,MS (Petrol),17,74000,1258000,IOCL/NAR/13726,25-05-2025,28-05-2025,INV13726,Paid,Delivered on time,Yes,72,Yes,46.1,No,9.9,Yes,Scheduled
25-05-2025,SpeedWay Fuels,Katni,XP100,30,81500,2445000,IOCL/KAT/13727,22-05-2025,25-05-2025,INV13727,Paid,Delivered on time,No,72,Yes,43.2,No,8.3,Yes,Scheduled
27-05-2025,Highway Pumps,Narsinghpur,HSD (Diesel),25,79000,1975000,IOCL/NAR/13728,26-05-2025,27-05-2025,INV13728,Paid,Delivered on time,No,24,Yes,45.3,No,2.7,No,Not Scheduled
19-05-2025,Bharat Filling Station,Mandla,MS (Petrol),28,74000,2072000,IOCL/MAN/13729,15-05-2025,19-05-2025,INV13729,Pending,Awaiting payment,No,96,No,44.3,No,2.9,No,Not Scheduled
09-05-2025,Bharat Filling Station,Seoni,XP95,18,74000,1332000,IOCL/SEO/13730,06-05-2025,09-05-2025,INV13730,Pending,Delivered on time,No,72,Yes,42.6,No,4.1,No,Not Scheduled
18-05-2025,Bharat Filling Station,Sagar,MS (Petrol),15,79000,1185000,IOCL/SAG/13731,14-05-2025,18-05-2025,INV13731,Paid,Cancelled due to issue,No,96,No,51.1,No,3.9,No,Not Scheduled
10-05-2025,Highway Pumps,Damoh,HSD (Diesel),14,81500,1141000,IOCL/DAM/13732,08-05-2025,10-05-2025,INV13732,Pending,Partially delivered,No,48,Yes,43.8,No,9.6,Yes,Not Scheduled
31-05-2025,Bharat Filling Station,Chhindwara,MS (Petrol),8,72500,580000,IOCL/CHH/13733,27-05-2025,31-05-2025,INV13733,Paid,Awaiting payment,No,96,No,46.8,No,8.1,Yes,Not Scheduled
08-05-2025,Highway Pumps,Seoni,XP100,21,72500,1522500,IOCL/SEO/13734,06-05-2025,08-05-2025,INV13734,Paid,Partially delivered,No,48,Yes,45.8,No,7.5,Yes,Not Scheduled
12-05-2025,XYZ Petroleum,Mandla,MS (Petrol),19,74000,1406000,IOCL/MAN/13735,07-05-2025,12-05-2025,INV13735,Pending,Cancelled due to issue,No,120,No,54.7,No,2.7,No,Not Scheduled
22-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),13,79000,1027000,IOCL/JAB/13736,17-05-2025,22-05-2025,INV13736,Pending,Delivered on time,No,120,No,45.9,No,9.2,Yes,Not Scheduled
07-05-2025,SpeedWay Fuels,Sagar,MS (Petrol),9,74000,666000,IOCL/SAG/13737,04-05-2025,07-05-2025,INV13737,Paid,Cancelled due to issue,No,72,Yes,41.2,No,8.5,Yes,Not Scheduled
08-05-2025,Bharat Filling Station,Narsinghpur,XP100,19,79000,1501000,IOCL/NAR/13738,05-05-2025,08-05-2025,INV13738,Pending,Partially delivered,No,72,Yes,41.3,No,2.5,No,Not Scheduled
02-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),7,72500,507500,IOCL/JAB/13739,27-04-2025,02-05-2025,INV13739,Pending,Partially delivered,No,120,No,48.9,No,8.8,Yes,Not Scheduled
15-05-2025,ABC Fuels,Sagar,HSD (Diesel),26,81500,2119000,IOCL/SAG/13740,11-05-2025,15-05-2025,INV13740,Pending,Cancelled due to issue,No,96,No,49,No,3.5,No,Not Scheduled
19-05-2025,Bharat Filling Station,Seoni,MS (Petrol),20,74000,1480000,IOCL/SEO/13741,15-05-2025,19-05-2025,INV13741,Paid,Cancelled due to issue,No,96,No,46.3,No,1.7,No,Not Scheduled
19-05-2025,Bharat Filling Station,Jabalpur,XP100,28,74000,2072000,IOCL/JAB/13742,18-05-2025,19-05-2025,INV13742,Pending,Awaiting payment,No,24,Yes,46.5,No,6.9,No,Not Scheduled
31-05-2025,Bharat Filling Station,Seoni,HSD (Diesel),5,72500,362500,IOCL/SEO/13743,29-05-2025,31-05-2025,INV13743,Pending,Awaiting payment,Yes,48,Yes,40.8,No,6.9,No,Not Scheduled
09-05-2025,Bharat Filling Station,Jabalpur,MS (Petrol),7,79000,553000,IOCL/JAB/13744,07-05-2025,09-05-2025,INV13744,Pending,Partially delivered,Yes,48,Yes,47.7,No,1.9,No,Scheduled
25-05-2025,Highway Pumps,Sagar,XP95,13,79000,1027000,IOCL/SAG/13745,21-05-2025,25-05-2025,INV13745,Paid,Awaiting payment,No,96,No,47.6,No,3.9,No,Not Scheduled
05-05-2025,ABC Fuels,Damoh,XP95,14,81500,1141000,IOCL/DAM/13746,01-05-2025,05-05-2025,INV13746,Pending,Delivered on time,No,96,No,42.2,No,9.9,Yes,Scheduled
25-05-2025,Bharat Filling Station,Damoh,XP95,13,81500,1059500,IOCL/DAM/13747,22-05-2025,25-05-2025,INV13747,Paid,Delivered on time,No,72,Yes,41.6,No,7.1,Yes,Not Scheduled
01-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),12,79000,948000,IOCL/NAR/13748,29-04-2025,01-05-2025,INV13748,Pending,Delivered on time,No,48,Yes,41.9,No,7.6,Yes,Not Scheduled
31-05-2025,XYZ Petroleum,Mandla,XP95,11,72500,797500,IOCL/MAN/13749,30-05-2025,31-05-2025,INV13749,Paid,Cancelled due to issue,No,24,Yes,41.5,No,2.9,No,Not Scheduled
28-05-2025,SpeedWay Fuels,Narsinghpur,MS (Petrol),22,79000,1738000,IOCL/NAR/13750,27-05-2025,28-05-2025,INV13750,Pending,Cancelled due to issue,No,24,Yes,49.1,No,1.7,No,Scheduled
11-05-2025,XYZ Petroleum,Chhindwara,XP95,12,81500,978000,IOCL/CHH/13751,08-05-2025,11-05-2025,INV13751,Paid,Awaiting payment,No,72,Yes,42.9,No,3.5,No,Not Scheduled
30-05-2025,ABC Fuels,Narsinghpur,XP100,9,72500,652500,IOCL/NAR/13752,27-05-2025,30-05-2025,INV13752,Paid,Partially delivered,No,72,Yes,43.8,No,3.2,No,Not Scheduled
13-05-2025,XYZ Petroleum,Jabalpur,MS (Petrol),9,79000,711000,IOCL/JAB/13753,09-05-2025,13-05-2025,INV13753,Paid,Awaiting payment,No,96,No,42.6,No,3.1,No,Scheduled
06-05-2025,XYZ Petroleum,Katni,MS (Petrol),19,72500,1377500,IOCL/KAT/13754,05-05-2025,06-05-2025,INV13754,Pending,Partially delivered,No,24,Yes,54.4,No,2.7,No,Not Scheduled
01-05-2025,SpeedWay Fuels,Sagar,MS (Petrol),23,74000,1702000,IOCL/SAG/13755,26-04-2025,01-05-2025,INV13755,Pending,Partially delivered,No,120,No,52.8,No,6.2,No,Not Scheduled
12-05-2025,Highway Pumps,Jabalpur,MS (Petrol),10,72500,725000,IOCL/JAB/13756,11-05-2025,12-05-2025,INV13756,Paid,Awaiting payment,No,24,Yes,43.5,No,4,No,Not Scheduled
26-05-2025,SpeedWay Fuels,Mandla,HSD (Diesel),12,72500,870000,IOCL/MAN/13757,22-05-2025,26-05-2025,INV13757,Paid,Delivered on time,No,96,No,44.9,No,8.4,Yes,Not Scheduled
17-05-2025,SpeedWay Fuels,Damoh,XP100,6,79000,474000,IOCL/DAM/13758,16-05-2025,17-05-2025,INV13758,Paid,Cancelled due to issue,No,24,Yes,43.1,No,2.7,No,Not Scheduled
09-05-2025,Highway Pumps,Jabalpur,XP95,8,79000,632000,IOCL/JAB/13759,08-05-2025,09-05-2025,INV13759,Paid,Awaiting payment,No,24,Yes,47.4,No,5.2,No,Not Scheduled
06-05-2025,SpeedWay Fuels,Narsinghpur,HSD (Diesel),12,74000,888000,IOCL/NAR/13760,01-05-2025,06-05-2025,INV13760,Pending,Delivered on time,No,120,No,40.3,No,1.1,No,Scheduled
03-05-2025,XYZ Petroleum,Jabalpur,MS (Petrol),10,74000,740000,IOCL/JAB/13761,01-05-2025,03-05-2025,INV13761,Paid,Awaiting payment,No,48,Yes,50.1,No,5.3,No,Not Scheduled
19-05-2025,Bharat Filling Station,Narsinghpur,XP95,21,72500,1522500,IOCL/NAR/13762,16-05-2025,19-05-2025,INV13762,Paid,Cancelled due to issue,No,72,Yes,47.8,No,1.5,No,Not Scheduled
08-05-2025,ABC Fuels,Damoh,MS (Petrol),9,72500,652500,IOCL/DAM/13763,05-05-2025,08-05-2025,INV13763,Paid,Cancelled due to issue,No,72,Yes,53.5,No,9.8,Yes,Not Scheduled
28-05-2025,ABC Fuels,Katni,HSD (Diesel),24,79000,1896000,IOCL/KAT/13764,26-05-2025,28-05-2025,INV13764,Paid,Delivered on time,No,48,Yes,42.5,No,8.1,Yes,Not Scheduled
01-05-2025,Bharat Filling Station,Damoh,XP100,21,79000,1659000,IOCL/DAM/13765,29-04-2025,01-05-2025,INV13765,Paid,Partially delivered,No,48,Yes,52.1,No,5.4,No,Not Scheduled
30-05-2025,SpeedWay Fuels,Seoni,HSD (Diesel),27,79000,2133000,IOCL/SEO/13766,29-05-2025,30-05-2025,INV13766,Pending,Delivered on time,No,24,Yes,51.9,No,1.8,No,Not Scheduled
16-05-2025,XYZ Petroleum,Sagar,HSD (Diesel),26,72500,1885000,IOCL/SAG/13767,11-05-2025,16-05-2025,INV13767,Paid,Delivered on time,No,120,No,41.9,No,6.3,No,Not Scheduled
12-05-2025,XYZ Petroleum,Mandla,HSD (Diesel),18,81500,1467000,IOCL/MAN/13768,11-05-2025,12-05-2025,INV13768,Paid,Partially delivered,No,24,Yes,46,No,7.8,Yes,Not Scheduled
04-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),5,81500,407500,IOCL/JAB/13769,01-05-2025,04-05-2025,INV13769,Pending,Cancelled due to issue,No,72,Yes,42.6,No,2.7,No,Not Scheduled
31-05-2025,ABC Fuels,Narsinghpur,HSD (Diesel),24,74000,1776000,IOCL/NAR/13770,29-05-2025,31-05-2025,INV13770,Pending,Awaiting payment,No,48,Yes,43.8,No,6.1,No,Not Scheduled
14-05-2025,XYZ Petroleum,Damoh,MS (Petrol),24,81500,1956000,IOCL/DAM/13771,12-05-2025,14-05-2025,INV13771,Pending,Awaiting payment,No,48,Yes,43.9,No,8.3,Yes,Not Scheduled
02-05-2025,Highway Pumps,Damoh,XP95,18,81500,1467000,IOCL/DAM/13772,27-04-2025,02-05-2025,INV13772,Paid,Cancelled due to issue,No,120,No,48.3,No,7.9,Yes,Not Scheduled
15-05-2025,XYZ Petroleum,Katni,XP100,30,79000,2370000,IOCL/KAT/13773,12-05-2025,15-05-2025,INV13773,Paid,Delivered on time,No,72,Yes,46.2,No,8.2,Yes,Not Scheduled
08-05-2025,SpeedWay Fuels,Jabalpur,XP100,9,79000,711000,IOCL/JAB/13774,06-05-2025,08-05-2025,INV13774,Paid,Awaiting payment,No,48,Yes,54.2,No,8.9,Yes,Not Scheduled
10-05-2025,ABC Fuels,Chhindwara,XP100,26,74000,1924000,IOCL/CHH/13775,09-05-2025,10-05-2025,INV13775,Pending,Cancelled due to issue,No,24,Yes,41.9,No,9.4,Yes,Not Scheduled
28-05-2025,Bharat Filling Station,Chhindwara,XP100,8,74000,592000,IOCL/CHH/13776,27-05-2025,28-05-2025,INV13776,Paid,Awaiting payment,No,24,Yes,54.6,No,4.6,No,Not Scheduled
18-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),13,72500,942500,IOCL/DAM/13777,16-05-2025,18-05-2025,INV13777,Pending,Delivered on time,No,48,Yes,43.5,No,6.1,No,Not Scheduled
14-05-2025,Bharat Filling Station,Sagar,XP95,15,72500,1087500,IOCL/SAG/13778,13-05-2025,14-05-2025,INV13778,Pending,Cancelled due to issue,No,24,Yes,51.6,No,8.1,Yes,Not Scheduled
24-05-2025,XYZ Petroleum,Narsinghpur,XP95,30,79000,2370000,IOCL/NAR/13779,19-05-2025,24-05-2025,INV13779,Paid,Delivered on time,No,120,No,45.1,No,7.3,Yes,Not Scheduled
14-05-2025,SpeedWay Fuels,Jabalpur,XP95,25,74000,1850000,IOCL/JAB/13780,10-05-2025,14-05-2025,INV13780,Paid,Partially delivered,No,96,No,42.1,No,10,Yes,Not Scheduled
29-05-2025,ABC Fuels,Chhindwara,XP95,26,81500,2119000,IOCL/CHH/13781,26-05-2025,29-05-2025,INV13781,Pending,Delivered on time,No,72,Yes,52.9,No,1.1,No,Not Scheduled
27-05-2025,XYZ Petroleum,Chhindwara,HSD (Diesel),10,81500,815000,IOCL/CHH/13782,22-05-2025,27-05-2025,INV13782,Paid,Partially delivered,Yes,120,No,44.6,No,4.2,No,Scheduled
27-05-2025,XYZ Petroleum,Seoni,XP95,16,74000,1184000,IOCL/SEO/13783,25-05-2025,27-05-2025,INV13783,Pending,Awaiting payment,No,48,Yes,49.9,No,3.5,No,Not Scheduled
01-05-2025,Highway Pumps,Narsinghpur,XP100,21,74000,1554000,IOCL/NAR/13784,29-04-2025,01-05-2025,INV13784,Paid,Delivered on time,No,48,Yes,48.5,No,3.4,No,Not Scheduled
23-05-2025,ABC Fuels,Narsinghpur,XP95,27,74000,1998000,IOCL/NAR/13785,22-05-2025,23-05-2025,INV13785,Pending,Cancelled due to issue,No,24,Yes,47.1,No,3,No,Not Scheduled
09-05-2025,Bharat Filling Station,Damoh,HSD (Diesel),11,79000,869000,IOCL/DAM/13786,06-05-2025,09-05-2025,INV13786,Paid,Partially delivered,No,72,Yes,47.4,No,7.4,Yes,Scheduled
18-05-2025,Highway Pumps,Damoh,XP95,28,79000,2212000,IOCL/DAM/13787,17-05-2025,18-05-2025,INV13787,Pending,Partially delivered,No,24,Yes,51,No,1.8,No,Not Scheduled
23-05-2025,Bharat Filling Station,Seoni,XP95,6,79000,474000,IOCL/SEO/13788,20-05-2025,23-05-2025,INV13788,Pending,Awaiting payment,No,72,Yes,41.3,No,7.7,Yes,Not Scheduled
25-05-2025,Bharat Filling Station,Jabalpur,XP95,13,79000,1027000,IOCL/JAB/13789,22-05-2025,25-05-2025,INV13789,Pending,Delivered on time,No,72,Yes,50,No,7.2,Yes,Not Scheduled
06-05-2025,ABC Fuels,Seoni,HSD (Diesel),30,81500,2445000,IOCL/SEO/13790,01-05-2025,06-05-2025,INV13790,Pending,Partially delivered,No,120,No,53.4,No,3.3,No,Not Scheduled
29-05-2025,XYZ Petroleum,Mandla,MS (Petrol),21,74000,1554000,IOCL/MAN/13791,27-05-2025,29-05-2025,INV13791,Pending,Cancelled due to issue,Yes,48,Yes,40.9,No,3.3,No,Not Scheduled
28-05-2025,XYZ Petroleum,Mandla,XP100,24,81500,1956000,IOCL/MAN/13792,26-05-2025,28-05-2025,INV13792,Paid,Partially delivered,No,48,Yes,42.1,No,6.7,No,Not Scheduled
20-05-2025,SpeedWay Fuels,Damoh,HSD (Diesel),23,79000,1817000,IOCL/DAM/13793,16-05-2025,20-05-2025,INV13793,Pending,Partially delivered,No,96,No,50.7,No,7.9,Yes,Not Scheduled
03-05-2025,XYZ Petroleum,Sagar,MS (Petrol),21,72500,1522500,IOCL/SAG/13794,02-05-2025,03-05-2025,INV13794,Pending,Awaiting payment,Yes,24,Yes,46.6,No,8.9,Yes,Scheduled
12-05-2025,XYZ Petroleum,Katni,HSD (Diesel),8,79000,632000,IOCL/KAT/13795,08-05-2025,12-05-2025,INV13795,Paid,Awaiting payment,No,96,No,46.1,No,8.7,Yes,Not Scheduled
04-05-2025,Highway Pumps,Katni,XP100,16,79000,1264000,IOCL/KAT/13796,30-04-2025,04-05-2025,INV13796,Paid,Cancelled due to issue,No,96,No,42.1,No,9.7,Yes,Not Scheduled
28-05-2025,ABC Fuels,Seoni,HSD (Diesel),26,79000,2054000,IOCL/SEO/13797,26-05-2025,28-05-2025,INV13797,Paid,Partially delivered,No,48,Yes,47.6,No,6.2,No,Not Scheduled
19-05-2025,ABC Fuels,Jabalpur,XP95,17,79000,1343000,IOCL/JAB/13798,18-05-2025,19-05-2025,INV13798,Pending,Partially delivered,No,24,Yes,41.9,No,9.2,Yes,Not Scheduled
27-05-2025,Highway Pumps,Damoh,XP95,7,79000,553000,IOCL/DAM/13799,23-05-2025,27-05-2025,INV13799,Pending,Awaiting payment,No,96,No,47.1,No,8.3,Yes,Not Scheduled
11-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),28,81500,2282000,IOCL/NAR/13800,09-05-2025,11-05-2025,INV13800,Pending,Cancelled due to issue,No,48,Yes,51.5,No,9.1,Yes,Not Scheduled
28-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),26,81500,2119000,IOCL/CHH/13801,27-05-2025,28-05-2025,INV13801,Pending,Partially delivered,No,24,Yes,43.9,No,1.1,No,Not Scheduled
14-05-2025,SpeedWay Fuels,Sagar,XP100,17,79000,1343000,IOCL/SAG/13802,13-05-2025,14-05-2025,INV13802,Pending,Awaiting payment,No,24,Yes,47.2,No,9.7,Yes,Not Scheduled
08-05-2025,SpeedWay Fuels,Sagar,XP95,21,81500,1711500,IOCL/SAG/13803,07-05-2025,08-05-2025,INV13803,Pending,Delivered on time,No,24,Yes,54.9,No,5.3,No,Not Scheduled
03-05-2025,Highway Pumps,Jabalpur,XP100,19,81500,1548500,IOCL/JAB/13804,28-04-2025,03-05-2025,INV13804,Paid,Awaiting payment,No,120,No,50.3,No,8.2,Yes,Not Scheduled
09-05-2025,XYZ Petroleum,Sagar,MS (Petrol),14,79000,1106000,IOCL/SAG/13805,07-05-2025,09-05-2025,INV13805,Pending,Awaiting payment,No,48,Yes,52.6,No,2.1,No,Not Scheduled
17-05-2025,ABC Fuels,Damoh,XP95,18,74000,1332000,IOCL/DAM/13806,12-05-2025,17-05-2025,INV13806,Paid,Cancelled due to issue,No,120,No,46.2,No,4.6,No,Not Scheduled
20-05-2025,Highway Pumps,Mandla,XP100,25,79000,1975000,IOCL/MAN/13807,19-05-2025,20-05-2025,INV13807,Pending,Awaiting payment,No,24,Yes,51.5,No,3.4,No,Not Scheduled
08-05-2025,Highway Pumps,Seoni,HSD (Diesel),8,72500,580000,IOCL/SEO/13808,04-05-2025,08-05-2025,INV13808,Pending,Cancelled due to issue,Yes,96,No,40.6,No,3.6,No,Scheduled
13-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),14,79000,1106000,IOCL/JAB/13809,12-05-2025,13-05-2025,INV13809,Paid,Partially delivered,Yes,24,Yes,41.8,No,2.1,No,Not Scheduled
30-05-2025,Highway Pumps,Katni,XP95,14,72500,1015000,IOCL/KAT/13810,26-05-2025,30-05-2025,INV13810,Paid,Partially delivered,No,96,No,43,No,8.3,Yes,Not Scheduled
13-05-2025,Bharat Filling Station,Mandla,XP100,17,72500,1232500,IOCL/MAN/13811,08-05-2025,13-05-2025,INV13811,Pending,Cancelled due to issue,No,120,No,46,No,1.1,No,Not Scheduled
29-05-2025,SpeedWay Fuels,Sagar,XP100,30,72500,2175000,IOCL/SAG/13812,27-05-2025,29-05-2025,INV13812,Pending,Awaiting payment,No,48,Yes,52.7,No,3.8,No,Not Scheduled
22-05-2025,SpeedWay Fuels,Narsinghpur,MS (Petrol),22,81500,1793000,IOCL/NAR/13813,18-05-2025,22-05-2025,INV13813,Paid,Awaiting payment,No,96,No,45.2,No,2.6,No,Scheduled
16-05-2025,Bharat Filling Station,Katni,MS (Petrol),7,81500,570500,IOCL/KAT/13814,14-05-2025,16-05-2025,INV13814,Pending,Cancelled due to issue,No,48,Yes,49.8,No,6.3,No,Not Scheduled
24-05-2025,Highway Pumps,Damoh,XP100,19,74000,1406000,IOCL/DAM/13815,19-05-2025,24-05-2025,INV13815,Paid,Cancelled due to issue,No,120,No,50.6,No,3.3,No,Scheduled
30-05-2025,Highway Pumps,Jabalpur,MS (Petrol),20,81500,1630000,IOCL/JAB/13816,28-05-2025,30-05-2025,INV13816,Paid,Cancelled due to issue,No,48,Yes,48.8,No,3.3,No,Not Scheduled
12-05-2025,Highway Pumps,Chhindwara,HSD (Diesel),13,81500,1059500,IOCL/CHH/13817,08-05-2025,12-05-2025,INV13817,Pending,Partially delivered,No,96,No,45.4,No,5.4,No,Scheduled
23-05-2025,ABC Fuels,Chhindwara,XP100,13,72500,942500,IOCL/CHH/13818,21-05-2025,23-05-2025,INV13818,Paid,Cancelled due to issue,No,48,Yes,48.7,No,6.9,No,Not Scheduled
04-05-2025,XYZ Petroleum,Narsinghpur,XP95,23,79000,1817000,IOCL/NAR/13819,01-05-2025,04-05-2025,INV13819,Pending,Awaiting payment,No,72,Yes,45.1,No,2.1,No,Scheduled
09-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),19,81500,1548500,IOCL/MAN/13820,06-05-2025,09-05-2025,INV13820,Paid,Cancelled due to issue,No,72,Yes,41.3,No,2.6,No,Not Scheduled
04-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),5,79000,395000,IOCL/MAN/13821,30-04-2025,04-05-2025,INV13821,Paid,Awaiting payment,No,96,No,54.9,No,3.2,No,Not Scheduled
07-05-2025,Highway Pumps,Jabalpur,HSD (Diesel),12,74000,888000,IOCL/JAB/13822,06-05-2025,07-05-2025,INV13822,Pending,Cancelled due to issue,No,24,Yes,41.9,No,9.8,Yes,Not Scheduled
25-05-2025,Highway Pumps,Sagar,HSD (Diesel),15,74000,1110000,IOCL/SAG/13823,23-05-2025,25-05-2025,INV13823,Paid,Partially delivered,No,48,Yes,41.1,No,4.6,No,Not Scheduled
03-05-2025,Bharat Filling Station,Seoni,XP100,6,81500,489000,IOCL/SEO/13824,28-04-2025,03-05-2025,INV13824,Pending,Awaiting payment,No,120,No,53.2,No,6.4,No,Not Scheduled
10-05-2025,Highway Pumps,Damoh,HSD (Diesel),7,72500,507500,IOCL/DAM/13825,08-05-2025,10-05-2025,INV13825,Paid,Cancelled due to issue,No,48,Yes,44.5,No,3.2,No,Not Scheduled
28-05-2025,Bharat Filling Station,Damoh,XP100,11,72500,797500,IOCL/DAM/13826,25-05-2025,28-05-2025,INV13826,Paid,Partially delivered,No,72,Yes,49.8,No,5.4,No,Not Scheduled
25-05-2025,ABC Fuels,Mandla,XP100,7,81500,570500,IOCL/MAN/13827,21-05-2025,25-05-2025,INV13827,Paid,Awaiting payment,No,96,No,44.9,No,1.7,No,Not Scheduled
26-05-2025,Highway Pumps,Jabalpur,MS (Petrol),15,79000,1185000,IOCL/JAB/13828,21-05-2025,26-05-2025,INV13828,Pending,Awaiting payment,No,120,No,45.9,No,1.3,No,Not Scheduled
19-05-2025,ABC Fuels,Sagar,HSD (Diesel),14,72500,1015000,IOCL/SAG/13829,14-05-2025,19-05-2025,INV13829,Paid,Partially delivered,No,120,No,43.9,No,5.2,No,Not Scheduled
28-05-2025,SpeedWay Fuels,Chhindwara,XP100,16,79000,1264000,IOCL/CHH/13830,27-05-2025,28-05-2025,INV13830,Paid,Partially delivered,No,24,Yes,45.1,No,4.6,No,Not Scheduled
25-05-2025,Bharat Filling Station,Seoni,XP100,7,74000,518000,IOCL/SEO/13831,20-05-2025,25-05-2025,INV13831,Paid,Cancelled due to issue,No,120,No,46.2,No,2.2,No,Not Scheduled
19-05-2025,SpeedWay Fuels,Seoni,XP95,29,79000,2291000,IOCL/SEO/13832,16-05-2025,19-05-2025,INV13832,Pending,Delivered on time,No,72,Yes,50.8,No,7.2,Yes,Not Scheduled
11-05-2025,XYZ Petroleum,Chhindwara,HSD (Diesel),8,79000,632000,IOCL/CHH/13833,09-05-2025,11-05-2025,INV13833,Pending,Delivered on time,No,48,Yes,47.7,No,9.9,Yes,Not Scheduled
25-05-2025,SpeedWay Fuels,Mandla,XP100,25,74000,1850000,IOCL/MAN/13834,22-05-2025,25-05-2025,INV13834,Pending,Cancelled due to issue,No,72,Yes,54.2,No,4.6,No,Not Scheduled
14-05-2025,Highway Pumps,Seoni,MS (Petrol),6,79000,474000,IOCL/SEO/13835,13-05-2025,14-05-2025,INV13835,Paid,Delivered on time,No,24,Yes,40.6,No,6.6,No,Not Scheduled
